"badword","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year","isCensored","isPresent","ogCase1","kbReplace1"
"ballin",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ballin",2019,1,1,"I'm broke, but I'm ballin'",NA
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"Kiss me, out of the bearded barley","Kiss me out of the bearded barley"
"bitch",286,0,"knocks you down","Keri Hilson",628,1,"profanity","^bitch",2010,1,1,"For advice, OMG, you listen to that, bitch","So I wrote this love letter right before my classes"
"bullet",286,0,"knocks you down","Keri Hilson",628,1,"violence","^bullet",2010,1,1,"She shot the bullet that ended that life (Oh)","But I know it feels so, so good"
"damn",286,0,"knocks you down","Keri Hilson",628,1,"profanity","^damn",2010,1,1,"But I know it feels so damn good","I used to be Commander-in-Chief"
"god",286,0,"knocks you down","Keri Hilson",628,1,"other","^god",2010,1,1,"How could a goddess ask someone that's only average?","Let the wind blow the ash right before my glasses"
"high",286,1,"knocks you down","Keri Hilson",628,2,"alcohol & drugs","^high$",2010,1,1,"I used to be commander-in-chief of my pimp shit flying high (Flying high)","I never thought I'd"
"pimp",286,0,"knocks you down","Keri Hilson",628,2,"sexual","^pimp",2010,1,1,"I used to be commander-in-chief of my pimp shit flying high (Flying high)","I never thought I'd"
"shit",286,0,"knocks you down","Keri Hilson",628,1,"profanity","^shit",2010,1,1,"I used to be commander-in-chief of my pimp shit flying high (Flying high)","I never thought I'd"
"hell",312,1,"l.o.v.e","Ashlee Simpson",638,2,"profanity","^hell$",2006,1,1,"I don't even know where the hell he goes","I don't even know where the heck he goes"
"man",312,0,"l.o.v.e","Ashlee Simpson",638,1,"identity","^man$",2006,1,1,"Don't need any man in this room","My boyfriend he'll be calling me now anytime"
"touch",288,0,"latch","Disclosure",279,1,"sexual","^touch",2015,1,1,"I'm so encaptured, got me wrapped up in your touch","Why did you kiss me to make my heart beat out my chest?"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"All around, the wind blows","All around the wind blows"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"bang",292,0,"let it rock","Kevin Rudolf",282,1,"sexual","^bang$",2009,1,1,"My aim is perfect, I'll bang ya",NA
"crime",292,0,"let it rock","Kevin Rudolf",282,1,"violence","^crime",2009,1,1,"And you do your crime","And you take your time and you stand in line"
"dick",292,0,"let it rock","Kevin Rudolf",282,2,"sexual","^dick",2009,1,1,"I can dick you up, I can dick you down",NA
"dirty",292,1,"let it rock","Kevin Rudolf",282,2,"sexual","^dirty$",2009,1,1,"I see your dirty face, hide behind your collar","Let it rock, let it rock, let it rock"
"god",292,0,"let it rock","Kevin Rudolf",282,1,"other","^god",2009,1,1,"So you pray to God to justify the way","What is done in vain, truth is hard to swallow"
"panties",292,0,"let it rock","Kevin Rudolf",282,1,"sexual","^panties$",2009,1,1,"Panties drop, and the tops","Make you come alive, I can take you higher"
"shit",296,0,"let's get it started","The Black Eyed Peas",287,1,"profanity","^shit",2005,1,1,"You wouldn't believe how we wow shit out","'Cause when we be out, girl it's gonna be that"
"thug",296,0,"let's get it started","The Black Eyed Peas",287,1,"violence","^thug",2005,1,1,"At the gate, and we'll bring the thugged out drill (just)","Let's get it started, ha"
"kiss",299,0,"like i'm gonna lose you","Meghan Trainor",289,1,"sexual","^kiss",2016,1,1,"So I'll kiss you longer, babe (Hey), any chance that I get","So I'll stay here longer baby, any chance that I get"
"counterfeit",305,0,"live your life","T.I.",291,1,"other","^counterfeit",2009,1,1,"Allergic to the counterfeit, impartial to the politics",NA
"clothes",305,2,"live your life","T.I.",291,3,"sexual","^clothes$",2009,1,1,"In fancy clothes, and fancy cars","Just live your life, hey"
"crazy",305,0,"live your life","T.I.",291,1,"other","^crazy$",2009,1,1,"I never been a hater, still, I love 'em in a crazy way","My life, hey, my life, oh"
"nigga",305,0,"live your life","T.I.",291,1,"profanity","^nigga",2009,1,1,"Articulate, but still I'll grab a nigga by the collar quick",NA
"piss",305,0,"live your life","T.I.",291,1,"profanity","^piss",2009,1,1,"Unhappy with the riches cause you're piss poor morally",NA
"pray",305,0,"live your life","T.I.",291,1,"other","^pray",2009,1,1,"I pray for patience but they make me wanna melt they face away","Got my mind on my money and I'm not goin' away"
"thug",305,0,"live your life","T.I.",291,1,"violence","^thug",2009,1,1,"Been thuggin' all my life, can't say I don't deserve to take a break","Look in the mirror and keep on shinin'"
"devil",306,3,"livin la vida loca","Ricky Martin",636,4,"other","^devil",2001,1,1,"Her lips are devil red","She must've slipped me a sleeping pill"
"lips",306,3,"livin la vida loca","Ricky Martin",636,4,"sexual","^lips$",2001,1,1,"Her lips are devil red","She must've slipped me a sleeping pill"
"sex",307,0,"locked out of heaven","Bruno Mars",292,4,"sexual","^sex",2013,1,1,"'Cause your sex takes me to paradise","But swimming in your world is something spiritual"
"gun",309,0,"look what you made me do","Taylor Swift",296,1,"violence","^gun$",2018,1,1,"You said the gun was mine","You said this thing was mine"
"damn",313,0,"love lies","Khalid & Normani",299,1,"profanity","^damn",2019,1,1,"But I've been waitin' for you for my whole damn life","But I've been waitin' for you for my whole life"
"shit",313,0,"love lies","Khalid & Normani",299,2,"profanity","^shit",2019,1,1,"You've got some shit to say and I'm here to listen","You've got something to say and I'm here to listen, so, baby..."
"fuck",315,0,"love on the brain","Rihanna",640,3,"profanity","fuck",2017,1,1,"It beats me black and blue but it fucks me so good","That's got me feeling this way"
"pill",316,0,"love somebody","Maroon 5",301,1,"alcohol & drugs","^pill$",2014,1,1,"And it's a hard pill for you to swallow, yeah","And it's a hard fact for you to swallow, yeah"
"touch",316,0,"love somebody","Maroon 5",301,3,"sexual","^touch",2014,1,1,"I really wanna touch somebody","I know we're only half way there"
"sleep",319,0,"love yourself","Justin Bieber",304,2,"sexual","^sleep",2016,1,1,"But now I know, I'm better sleeping on my own","And now I know, I'm better living on my own"
"god",323,0,"makes me wonder","Maroon 5",309,1,"other","^god",2007,1,1,"God damn my spinning head","I wonder if it even makes a difference to try"
"damn",323,0,"makes me wonder","Maroon 5",309,1,"profanity","^damn",2007,1,1,"God damn my spinning head","I wonder if it even makes a difference to try"
"fuck",323,0,"makes me wonder","Maroon 5",309,3,"profanity","fuck",2007,1,1,"And it really makes me wonder if I ever gave a fuck about you","And you don't have the time"
"thigh",323,0,"makes me wonder","Maroon 5",309,1,"sexual","^thigh",2007,1,1,"The way it felt between your thighs","Way it felt to hearing lies"
"hell",NA,0,"me against the music (ft. madonna)","Britney Spears",312,1,"profanity","^hell$",2004,1,1,"To hell with stares",NA
"sex",NA,0,"me against the music (ft. madonna)","Britney Spears",312,1,"sexual","^sex",2004,1,1,"Sexy lady, I'd rather see you bare your soul",NA
"body",NA,0,"me against the music (ft. madonna)","Britney Spears",312,2,"sexual","^body$",2004,1,1,"Just work your body (uh-huh) and let it go (Let it go)",NA
"hips",NA,0,"me against the music (ft. madonna)","Britney Spears",312,1,"sexual","^hips$",2004,1,1,"My hips are movin' at a rapid pace",NA
"damn",330,0,"me love","Sean Kingston",313,1,"profanity","^damn",2008,1,1,"Damn, why my baby up and gone (Up and gone)","I feel like I'm drownin' in the ocean"
"kiss",330,0,"me love","Sean Kingston",313,1,"sexual","^kiss",2008,1,1,"We use to kiss and caress an chess me","We use hang out an' talk, an' trust me, girl"
"drink",332,0,"me too","Meghan Trainor",314,1,"alcohol & drugs","^drink",2016,1,1,"I never pay for my drinks","I never pay for a thing"
"god",332,3,"me too","Meghan Trainor",314,5,"other","^god",2016,1,1,"I thank God every day (Uh-huh)","I thank God every day (uh huh)"
"neck",332,0,"me too","Meghan Trainor",314,1,"sexual","^neck$",2016,1,1,"What's that icy thang hangin' 'round my neck? Mmm","What's that icy thing hangin' 'round my neck?"
"sex",332,0,"me too","Meghan Trainor",314,1,"sexual","^sex",2016,1,1,"Who's that sexy thang I see over there?","Who's that pretty girl I see over there?"
"man",NA,0,"me, myself and i","Beyoncé",315,1,"identity","^man$",2004,1,1,"So dumb and naive to believe that with me you're a changed man",NA
"clothes",NA,0,"me, myself and i","Beyoncé",315,1,"sexual","^clothes$",2004,1,1,"Come pick up your clothes",NA
"women",NA,0,"me, myself and i","Beyoncé",315,1,"identity","^women$",2004,1,1,"Foolish of me to compete when you cheat with loose women",NA
"skin",331,0,"mercy","Shawn Mendes",321,2,"sexual","^skin$",2017,1,1,"Ripping all the skin from off my bones","Feeling all the hurt inside my bones"
"man",333,0,"mi gente","J Balvin & Willy William",322,1,"identity","^man$",2018,1,1,"J Balvin, man","Uh-huh"
"high",NA,0,"mía (ft. drake)","Bad Bunny",323,2,"alcohol & drugs","^high$",2019,1,1,"Dile que tú eres mía desde la high (Desde la high, yeh)",NA
"man",336,1,"miss independent","Kelly Clarkson",327,2,"identity","^man$",2003,1,1,"Miss don't let a man interfere, no","Miss don't let a men interfere, no"
"body",340,3,"move it like this","Baha Men",330,4,"sexual","^body$",2003,1,1,"C'mon ladies rock the party Shake your body everybody","Can you move it like this? I can shake it like that"
"man",340,3,"move it like this","Baha Men",330,4,"identity","^man$",2003,1,1,"(move it man)","Jump back and the do the twist"
"drunk",341,0,"moves like jagger","Maroon 5",331,3,"alcohol & drugs","^drunk",2012,1,1,"Kiss me till you're drunk and I'll show you","And I'll know you"
"naked",341,0,"moves like jagger","Maroon 5",331,1,"sexual","^naked",2012,1,1,"I put on a show, now I'm naked","Now we're Jayden"
"kiss",341,0,"moves like jagger","Maroon 5",331,3,"sexual","^kiss",2012,1,1,"Kiss me till you're drunk and I'll show you","And I'll know you"
"shit",341,0,"moves like jagger","Maroon 5",331,1,"profanity","^shit",2012,1,1,"I don't give a shit","I don't even care"
"tongue",341,0,"moves like jagger","Maroon 5",331,4,"sexual","^tongue",2012,1,1,"Take me by the tongue and I'll know you (Uh)","Take me by the hand"
"shit",344,0,"my happy ending","Avril Lavigne",334,2,"profanity","^shit",2005,1,1,"All the shit that you do (all the shit that you do)","But so are they"
"champagne",345,0,"my house","Flo Rida",335,2,"alcohol & drugs","^champagne$",2016,1,1,"Open up the champagne, pop!","This is how we do it!"
"clothes",345,0,"my house","Flo Rida",335,1,"sexual","^clothes$",2016,1,1,"Keep our clothes on the floor, open up champagne","Hang around, let's pretend that the time has changed"
"pour",345,0,"my house","Flo Rida",335,1,"alcohol & drugs","^pour",2016,1,1,"Pour yourself something cold, baby, cheers to this","Make yourself at my home, tell me where you been"
"vodka",345,0,"my house","Flo Rida",335,1,"alcohol & drugs","^vodka",2016,1,1,"Another shot of vodka, you know what's in my glass","Mi casa es tu casa so it ain't no holding back"
"die",347,0,"my love","Justin Timberlake",337,1,"violence","^die$",2007,1,1,"You don't come, I ain't gon' die","You can be my baby, let me make you my lady"
"man",347,0,"my love","Justin Timberlake",337,4,"identity","^man$",2007,1,1,"I don't know what you hesitatin' for, man","(So don't give away)"
"high",347,0,"my love","Justin Timberlake",337,2,"alcohol & drugs","^high$",2007,1,1,"'Cause the girls worldwide throw they hands up high","(So don't give away)"
"woman",347,0,"my love","Justin Timberlake",337,7,"identity","^woman$",2007,1,1,"Ain't another woman that can take your spot, my—","If I wrote you a symphony"
"bleed",350,0,"natural","Imagine Dragons",340,1,"violence","^bleed",2019,1,1,"Cut until it bleeds inside a world without the peace, facing","Sing until you scream, inside a world without the peace, face it"
"blood",350,0,"natural","Imagine Dragons",340,1,"violence","^blood",2019,1,1,"Took an oath by the blood of my hand, won't break it","Took an oath by the palm of my hand, won't break it"
"cut",350,0,"natural","Imagine Dragons",340,1,"violence","^cut$",2019,1,1,"Cut until it bleeds inside a world without the peace, facing","Sing until you scream, inside a world without the peace, face it"
"cutthroat",350,0,"natural","Imagine Dragons",340,3,"violence","^cutthroat$",2019,1,1,"Living your life cutthroat","Living your life, you know"
"sin",350,0,"natural","Imagine Dragons",340,1,"other","^sin$",2019,1,1,"Will Heaven step in? Will it save us from our sin? Will it?","Will Heaven step in? Will it save us from within? Will it?"
"bed",351,0,"never again","Kelly Clarkson",342,1,"sexual","^bed$",2007,1,1,"I hope when you're in bed with her, you think of me","I hope that when you're out with her you think of me"
"die",351,0,"never again","Kelly Clarkson",342,1,"violence","^die$",2007,1,1,"You'll die together, but alone","You wrote me in a letter"
"sleep",NA,0,"never be like you (ft. kai)","Flume",343,1,"sexual","^sleep",2016,1,1,"Hate sleeping on my own, missing the way you taste",NA
"sins",NA,0,"never be like you (ft. kai)","Flume",343,2,"other","^sins$",2016,1,1,"I'm begging, darling, please, absolve me of my sins, won't you?",NA
"fuck",NA,0,"never be like you (ft. kai)","Flume",343,6,"profanity","fuck",2016,1,1,"Now I'm fucked up and I'm missing you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"He'll never be like you",NA
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"I knew that I would love you 'til the day I die","From the day that I met you"
"crazy",NA,0,"never leave you (uh oooh, uh oooh)","Lumidee",345,1,"other","^crazy$",2004,1,1,"They're c-calling me crazy now",NA
"kiss",NA,0,"never really over","Katy Perry",346,2,"sexual","^kiss",2019,1,1,"Thought we kissed goodbye",NA
"bed",354,0,"new rules","Dua Lipa",348,3,"sexual","^bed$",2018,1,1,"You know you're gonna wake up in his bed in the morning","You know you're gonna meet up with your friends in the morning"
"drunk",354,0,"new rules","Dua Lipa",348,3,"alcohol & drugs","^drunk",2018,1,1,"You know he's only callin' 'cause he's drunk and alone","You know he's only callin' 'cause he's sad and alone"
"sleep",354,1,"new rules","Dua Lipa",348,2,"sexual","^sleep",2018,1,1,"Talkin' in my sleep at night, makin' myself crazy","Talkin' in my sleep at night, makin' myself crazy"
"hips",355,0,"no","Meghan Trainor",643,3,"sexual","^hips$",2016,1,1,"Lick your lips and swing your hips","Girl, all you gotta say is"
"man",355,0,"no","Meghan Trainor",643,2,"identity","^man$",2016,1,1,"If I want a man, then I'ma get a man","Nah, to the ah, to the no, no, no"
"die",356,0,"no air","Jordin Sparks",349,1,"violence","^die$",2008,1,1,"If I should die before I wake","No air, air"
"bitch",357,0,"no brainer","DJ Khaled",644,2,"profanity","^bitch",2018,1,1,"But we in this bitch, bitch, I'm not no lame","Your presence is critical"
"blow",357,0,"no brainer","DJ Khaled",644,1,"alcohol & drugs","^blow",2018,1,1,"I blow the brains outta your mind (Ooh)","And I ain't talkin' 'bout typically (No)"
"damn",357,0,"no brainer","DJ Khaled",644,1,"profanity","^damn",2018,1,1,"I'll be your excuse (Damn right)",NA
"god",357,0,"no brainer","DJ Khaled",644,1,"other","^god",2018,1,1,"She told me that she love that I make music for God","You stick out of the crowd, baby, it's a no-brainer"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Put 'em high (Put 'em high)"
"cuttin",360,0,"no promises","Cheat Codes",352,1,"violence","^cuttin",2018,1,1,"Cutting me up like a knife and I feel it, deep in my bones","Cut me right up in my love"
"knife",360,0,"no promises","Cheat Codes",352,1,"violence","^knife",2018,1,1,"Cutting me up like a knife and I feel it, deep in my bones","Cut me right up in my love"
